Date,AUDHKD,AUDJPY,AUDSEK,AUDUSD,CADJPY,CADSEK,CHFAUD,CHFHKD,CHFJPY,EURAUD,EURCAD,EURCHF,EURCNY,EURCZK,EURGBP,EURHKD,EURILS,EURJPY,EURNOK,EURNZD,EURRUB,EURSEK,EURSGD,EURUSD,EURZAR,GBPAUD,GBPCAD,GBPCHF,GBPHKD,GBPJPY,GBPNOK,GBPRUB,GBPSEK,GBPSGD,GBPUSD,HKDSEK,HKDSGD,JPYHKD,JPYSEK,NZDSEK,NZDUSD,SGDAUD,SGDCHF,SGDJPY,USDAED,USDARS,USDBRL,USDCAD,USDCHF,USDCLP,USDCNY,USDCOP,USDCZK,USDDKK,USDEGP,USDGBP,USDHKD,USDHUF,USDIDR,USDILS,USDINR,USDISK,USDJPY,USDKRW,USDKWD,USDKZT,USDMXN,USDMYR,USDNOK,USDPEN,USDPHP,USDPKR,USDPLN,USDQAR,USDRON,USDRUB,USDSAR,USDSEK,USDSGD,USDTHB,USDTRY,USDTWD,USDUAH,USDVND,USDZAR
2006-07-28,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.971,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-07-31,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.97,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-01,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.973,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-02,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9703,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-03,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.975,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-04,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9743,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-07,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.968,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-08,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9712,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-09,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9745,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-10,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9708,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-11,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9759,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-14,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.983,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-15,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,8.0015,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-16,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9875,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-17,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.979,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-18,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.974,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-21,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.966,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-22,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9684,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-23,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9687,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-24,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9694,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-25,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9763,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-28,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9694,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-29,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9622,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-30,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9585,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-08-31,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9533,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-09-01,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9532,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6655,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-09-04,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.938,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.6575,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-09-05,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.939,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.64,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-09-06,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9443,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.647,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-09-07,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9465,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.645,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-09-08,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9513,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.659,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
2006-09-11,5.26322,89.67228,6.99433,0.7836,96.29841,7.59309,1.63907,8.53497,141.63067,1.6485,1.5118,1.6117,9.7463,27.7,0.6596,10.0796,3.9893,155.51,8.46977,2.1414,58.239,9.21501,1.6049,1.2924,14.0202,1.81947,1.67769,1.12298,9.68261,162.89572,12.40295,94.50684,12.54455,1.63108,1.9589,1.31884,0.16904,0.06,0.08009,6.5844,0.6907,1.11492,0.69098,98.38247,3.673,8.508,2.559,1.1778,1.2495,586.25,7.9527,2099.0,22.228,5.9711,7.15,0.59727,7.7991,248.58,12135.0,3.5012,61.4,123.13,120.32,1086.0,0.291,180.95,13.5493,3.67,6.7999,2.927,44.98,102.25,3.3992,3.6412,3.5505,46.772,3.7516,7.3877,1.5422,32.78,2.2669,32.294,14.4705,21270.0,11.255
